CO1,3,2,-,-,-,-,-,-,-,-,-,-,1,-,-
CO2,3,-,2,-,3,3,-,-,-,-,-,-,-,-,-
CO3,3,-,2,-,3,3,-,-,-,-,-,-,-,-,-
CO4,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-
CO5,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-
CO6,3,-,-,-,3,3,-,-,-,-,-,-,-,-,-
AVG,3.0,2.0,2.0,-,3.0,3.0,-,-,-,-,-,-,1.0,-,-
