16106107021,61603,,,18,40
17106107001,61603,,,24,56
17106107002,61603,,,21,47
17106107003,61603,,,26,55
17106107004,61603,,,24,52
17106107005,61603,,,24,53
17106107006,61603,,,19,46
17106107007,61603,,,24,52
17106107008,61603,,,23,51
17106107009,61603,,,24,51
17106107010,61603,,,25,50
17106107011,61603,,,23,52
17106107012,61603,,,20,44
17106107013,61603,,,22,46
17106107014,61603,,,23,51
17106107015,61603,,,18,40
17106107016,61603,,,19,42
17106107017,61603,,,22,50
17106107018,61603,,,22,51
17106107019,61603,,,18,40
17106107020,61603,,,23,51
17106107021,61603,,,18,41
17106107022,61603,,,24,56
17106107023,61603,,,25,54
17106107024,61603,,,19,42
17106107025,61603,,,24,53
17106107026,61603,,,19,43
17106107028,61603,,,24,52
17106107029,61603,,,19,43
17106107030,61603,,,23,48
17106107031,61603,,,22,47
17106107032,61603,,,18,42
17106107034,61603,,,24,52
17106107036,61603,,,22,48
17106107037,61603,,,18,42
17106107038,61603,,,18,40
17106107039,61603,,,19,43
17106107040,61603,,,25,53
17106107041,61603,,,18,38
17106107042,61603,,,23,51
18106107902,61603,,,19,45
18106107903,61603,,,24,52
18106107904,61603,,,18,43
18106107905,61603,,,23,51
18106107906,61603,,,22,45
18106107907,61603,,,19,45
18106107908,61603,,,21,43
18106107909,61603,,,20,42
