16106107021,51505,,,22,32
17106107001,51505,,,27,49
17106107002,51505,,,22,38
17106107003,51505,,,22,49
17106107004,51505,,,26,42
17106107005,51505,,,25,37
17106107006,51505,,,23,53
17106107007,51505,,,24,44
17106107008,51505,,,26,39
17106107009,51505,,,23,35
17106107010,51505,,,28,37
17106107011,51505,,,24,34
17106107012,51505,,,18,31
17106107013,51505,,,23,35
17106107014,51505,,,23,39
17106107015,51505,,,21,28
17106107016,51505,,,22,44
17106107017,51505,,,25,48
17106107018,51505,,,26,42
17106107019,51505,,,20,31
17106107020,51505,,,25,45
17106107021,51505,,,25,42
17106107022,51505,,,26,50
17106107023,51505,,,23,35
17106107024,51505,,,21,30
17106107025,51505,,,29,38
17106107026,51505,,,22,34
17106107028,51505,,,23,42
17106107029,51505,,,23,35
17106107030,51505,,,22,36
17106107031,51505,,,26,29
17106107032,51505,,,23,48
17106107034,51505,,,24,36
17106107036,51505,,,23,35
17106107037,51505,,,23,46
17106107038,51505,,,21,38
17106107039,51505,,,23,52
17106107040,51505,,,27,43
17106107041,51505,,,19,25
17106107042,51505,,,26,37
18106107902,51505,,,23,36
18106107903,51505,,,25,44
18106107904,51505,,,17,42
18106107905,51505,,,22,38
18106107906,51505,,,19,31
18106107907,51505,,,24,33
18106107908,51505,,,21,30
18106107909,51505,,,21,33
