18106107001,106401,,,25,50
18106107002,106401,,,25,59
18106107003,106401,,,25,55
18106107004,106401,,,25,57
18106107005,106401,,,25,53
18106107006,106401,,,25,48
18106107007,106401,,,26,53
18106107008,106401,,,26,54
18106107009,106401,,,26,58
18106107011,106401,,,24,52
18106107012,106401,,,26,51
18106107013,106401,,,25,51
18106107014,106401,,,24,55
18106107015,106401,,,25,53
18106107016,106401,,,23,49
18106107017,106401,,,26,56
18106107018,106401,,,25,55
18106107019,106401,,,25,47
18106107020,106401,,,26,54
18106107021,106401,,,26,55
18106107022,106401,,,25,54
18106107023,106401,,,25,54
18106107024,106401,,,25,53
18106107025,106401,,,25,57
18106107026,106401,,,25,50
18106107027,106401,,,25,53
18106107028,106401,,,24,55
18106107029,106401,,,26,60
18106107030,106401,,,24,52
18106107031,106401,,,25,49
18106107032,106401,,,25,55
18106107033,106401,,,26,59
18106107034,106401,,,24,52
19106107901,106401,,,25,55
19106107902,106401,,,25,53
19106107903,106401,,,26,54
19106107904,106401,,,26,52
