FORMAL LANGUAGES & AUTOMATA THEORY,51511,CO5,1.46,2.4,1.55
FORMAL LANGUAGES & AUTOMATA THEORY,51511,CO6,1.55,2.4,1.64
WEB TECHNOLOGY,61502,CO1,0.98,2.52,1.13
WEB TECHNOLOGY,61502,CO2,0.97,2.52,1.13
WEB TECHNOLOGY,61502,CO3,1.02,2.52,1.17
WEB TECHNOLOGY,61502,CO4,1.03,2.52,1.18
WEB TECHNOLOGY,61502,CO5,1.02,2.52,1.17
WEB TECHNOLOGY,61502,CO6,1.19,2.52,1.32
SYSTEMS PROGRAMMING,51505,CO1,1.61,2.52,1.7
SYSTEMS PROGRAMMING,51505,CO2,1.6,2.52,1.69
SYSTEMS PROGRAMMING,51505,CO3,1.61,2.52,1.7
SYSTEMS PROGRAMMING,51505,CO4,1.62,2.52,1.71
SYSTEMS PROGRAMMING,51505,CO5,1.63,2.52,1.72
SYSTEMS PROGRAMMING,51505,CO6,1.72,2.52,1.8
SOFTWARE ENGINEERING,51614,CO1,1.5,2.49,1.6
SOFTWARE ENGINEERING,51614,CO2,1.51,2.49,1.61
SOFTWARE ENGINEERING,51614,CO3,1.52,2.49,1.62
SOFTWARE ENGINEERING,51614,CO4,1.52,2.49,1.62
SOFTWARE ENGINEERING,51614,CO5,1.54,2.49,1.63
SOFTWARE ENGINEERING,51614,CO6,1.62,2.49,1.71
OPERATING SYSTEMS,61603,CO1,1.46,2.4,1.56
OPERATING SYSTEMS,61603,CO2,1.45,2.4,1.54
OPERATING SYSTEMS,61603,CO3,1.43,2.4,1.53
OPERATING SYSTEMS,61603,CO4,1.47,2.4,1.56
OPERATING SYSTEMS,61603,CO5,1.41,2.4,1.51
OPERATING SYSTEMS,61603,CO6,1.6,2.4,1.68
ARTIFICIAL INTELLIGENCE,51617,CO1,1.66,2.4,1.73
ARTIFICIAL INTELLIGENCE,51617,CO2,1.64,2.4,1.72
ARTIFICIAL INTELLIGENCE,51617,CO3,1.64,2.4,1.71
ARTIFICIAL INTELLIGENCE,51617,CO4,1.66,2.4,1.73
ARTIFICIAL INTELLIGENCE,51617,CO5,1.65,2.4,1.72
ARTIFICIAL INTELLIGENCE,51617,CO6,1.76,2.4,1.82
DESIGN & ANALYSIS OF ALGORITHMS,51606,CO1,1.51,2.4,1.6
DESIGN & ANALYSIS OF ALGORITHMS,51606,CO2,1.53,2.4,1.62
DESIGN & ANALYSIS OF ALGORITHMS,51606,CO3,1.51,2.4,1.6
DESIGN & ANALYSIS OF ALGORITHMS,51606,CO4,1.49,2.4,1.59
DESIGN & ANALYSIS OF ALGORITHMS,51606,CO5,1.49,2.4,1.58
DESIGN & ANALYSIS OF ALGORITHMS,51606,CO6,1.67,2.4,1.74
VISUAL PROGRAMMING,61604,CO1,1.47,2.52,1.58
VISUAL PROGRAMMING,61604,CO2,1.43,2.52,1.54
VISUAL PROGRAMMING,61604,CO3,1.47,2.52,1.57
VISUAL PROGRAMMING,61604,CO4,1.43,2.52,1.54
VISUAL PROGRAMMING,61604,CO5,1.49,2.52,1.59
VISUAL PROGRAMMING,61604,CO6,1.69,2.52,1.78
DATA MINING & WAREHOUSING,61606,CO1,1.45,2.43,1.55
DATA MINING & WAREHOUSING,61606,CO2,1.46,2.43,1.56
DATA MINING & WAREHOUSING,61606,CO3,1.47,2.43,1.56
DATA MINING & WAREHOUSING,61606,CO4,1.44,2.43,1.54
DATA MINING & WAREHOUSING,61606,CO5,1.46,2.43,1.56
DATA MINING & WAREHOUSING,61606,CO6,1.59,2.43,1.68
CRYPTOGRAPHY,51718,CO1,1.61,2.55,1.71
CRYPTOGRAPHY,51718,CO2,1.68,2.55,1.76
CRYPTOGRAPHY,51718,CO3,1.62,2.55,1.72
CRYPTOGRAPHY,51718,CO4,1.67,2.55,1.76
CRYPTOGRAPHY,51718,CO5,1.63,2.55,1.72
CRYPTOGRAPHY,51718,CO6,1.77,2.55,1.85
DISTRIBUTED COMPUTING AND ITS APPLICATION,61707,CO1,1.35,2.43,1.46
DISTRIBUTED COMPUTING AND ITS APPLICATION,61707,CO2,1.36,2.43,1.47
DISTRIBUTED COMPUTING AND ITS APPLICATION,61707,CO3,1.37,2.43,1.47
DISTRIBUTED COMPUTING AND ITS APPLICATION,61707,CO4,1.38,2.43,1.48
DISTRIBUTED COMPUTING AND ITS APPLICATION,61707,CO5,1.34,2.43,1.45
DISTRIBUTED COMPUTING AND ITS APPLICATION,61707,CO6,1.45,2.43,1.55
"WIRELESS AND MOBILE COMMUNICATION","61711","CO1","1.67","2.46","1.75"
"WIRELESS AND MOBILE COMMUNICATION","61711","CO2","1.71","2.46","1.79"
"WIRELESS AND MOBILE COMMUNICATION","61711","CO3","1.64","2.46","1.72"
"WIRELESS AND MOBILE COMMUNICATION","61711","CO4","1.7","2.46","1.78"
"WIRELESS AND MOBILE COMMUNICATION","61711","CO5","1.69","2.46","1.77"
"WIRELESS AND MOBILE COMMUNICATION","61711","CO6","1.79","2.46","1.86"
"INFORMATION SECURITY","61705","CO1","1.47","2.43","1.56"
"INFORMATION SECURITY","61705","CO2","1.43","2.43","1.53"
"INFORMATION SECURITY","61705","CO3","1.43","2.43","1.53"
"INFORMATION SECURITY","61705","CO4","1.48","2.43","1.58"
"INFORMATION SECURITY","61705","CO5","1.44","2.43","1.54"
"INFORMATION SECURITY","61705","CO6","1.57","2.43","1.66"
"Management of Information System","61722","CO1","1.72","2.55","1.8"
"Management of Information System","61722","CO2","1.72","2.55","1.81"
"Management of Information System","61722","CO3","1.73","2.55","1.81"
"Management of Information System","61722","CO4","1.71","2.55","1.79"
"Management of Information System","61722","CO5","1.73","2.55","1.81"
"Management of Information System","61722","CO6","1.83","2.55","1.9"
"MULTIMEDIA TECHNOLOGY AND APPLICATION","61810","CO1","1.68","2.55","1.77"
"MULTIMEDIA TECHNOLOGY AND APPLICATION","61810","CO2","1.68","2.55","1.76"
"MULTIMEDIA TECHNOLOGY AND APPLICATION","61810","CO3","1.69","2.55","1.78"
"MULTIMEDIA TECHNOLOGY AND APPLICATION","61810","CO4","1.69","2.55","1.78"
"MULTIMEDIA TECHNOLOGY AND APPLICATION","61810","CO5","1.65","2.55","1.74"
"MULTIMEDIA TECHNOLOGY AND APPLICATION","61810","CO6","1.77","2.55","1.85"
"INTRUSION DETECTION","61808","CO1","1.49","2.52","1.59"
"INTRUSION DETECTION","61808","CO2","1.43","2.52","1.54"
"INTRUSION DETECTION","61808","CO3","1.43","2.52","1.54"
"INTRUSION DETECTION","61808","CO4","1.43","2.52","1.54"
"INTRUSION DETECTION","61808","CO5","1.46","2.52","1.57"
"INTRUSION DETECTION","61808","CO6","1.58","2.52","1.67"
"NETWORK SECURITY","61814","CO1","1.58","2.43","1.66"
"NETWORK SECURITY","61814","CO2","1.58","2.43","1.66"
"NETWORK SECURITY","61814","CO3","1.61","2.43","1.69"
"NETWORK SECURITY","61814","CO4","1.59","2.43","1.67"
"NETWORK SECURITY","61814","CO5","1.59","2.43","1.67"
"NETWORK SECURITY","61814","CO6","1.69","2.43","1.77"
"E-COMMERCE & ERP","61818","CO1","1.56","2.43","1.65"
"E-COMMERCE & ERP","61818","CO2","1.54","2.43","1.63"
"E-COMMERCE & ERP","61818","CO3","1.52","2.43","1.61"
"E-COMMERCE & ERP","61818","CO4","1.54","2.43","1.63"
"E-COMMERCE & ERP","61818","CO5","1.53","2.43","1.62"
"E-COMMERCE & ERP","61818","CO6","1.63","2.43","1.71"
"XML WEB SERVICES","61809","CO1","1.39","2.49","1.5"
"XML WEB SERVICES","61809","CO2","1.39","2.49","1.5"
"XML WEB SERVICES","61809","CO3","1.41","2.49","1.51"
"XML WEB SERVICES","61809","CO4","1.38","2.49","1.49"
"XML WEB SERVICES","61809","CO5","1.39","2.49","1.5"
"XML WEB SERVICES","61809","CO6","1.48","2.49","1.58"
