FUNDAMENTAL OF INFORMATION TECHNOLOGY,61201,CO1,1.57,2.52,1.67
FUNDAMENTAL OF INFORMATION TECHNOLOGY,61201,CO2,1.53,2.52,1.62
FUNDAMENTAL OF INFORMATION TECHNOLOGY,61201,CO3,1.59,2.52,1.69
FUNDAMENTAL OF INFORMATION TECHNOLOGY,61201,CO4,1.53,2.52,1.63
FUNDAMENTAL OF INFORMATION TECHNOLOGY,61201,CO5,1.53,2.52,1.62
FUNDAMENTAL OF INFORMATION TECHNOLOGY,61201,CO6,1.73,2.52,1.81
OBJECT ORIENTED PROGRAMMING,51301,CO1,1.53,2.4,1.62
OBJECT ORIENTED PROGRAMMING,51301,CO2,1.52,2.4,1.61
OBJECT ORIENTED PROGRAMMING,51301,CO3,1.55,2.4,1.63
OBJECT ORIENTED PROGRAMMING,51301,CO4,1.53,2.4,1.62
OBJECT ORIENTED PROGRAMMING,51301,CO5,1.52,2.4,1.61
OBJECT ORIENTED PROGRAMMING,51301,CO6,1.71,2.4,1.78
COMPUTE ARCHITECTURE,51402,CO1,1.44,2.49,1.54
COMPUTE ARCHITECTURE,51402,CO2,1.45,2.49,1.55
COMPUTE ARCHITECTURE,51402,CO3,1.42,2.49,1.53
COMPUTE ARCHITECTURE,51402,CO4,1.39,2.49,1.5
COMPUTE ARCHITECTURE,51402,CO5,1.43,2.49,1.53
COMPUTE ARCHITECTURE,51402,CO6,1.56,2.49,1.65
DATABASE SYSTEMS,51409,CO1,1.56,2.52,1.66
DATABASE SYSTEMS,51409,CO2,1.57,2.52,1.66
DATABASE SYSTEMS,51409,CO3,1.61,2.52,1.7
DATABASE SYSTEMS,51409,CO4,1.58,2.52,1.68
DATABASE SYSTEMS,51409,CO5,1.55,2.52,1.64
DATABASE SYSTEMS,51409,CO6,1.81,2.52,1.88
DATA STRUCTURES,51403,CO1,1.54,2.49,1.64
DATA STRUCTURES,51403,CO2,1.51,2.49,1.61
DATA STRUCTURES,51403,CO3,1.53,2.49,1.62
DATA STRUCTURES,51403,CO4,1.52,2.49,1.62
DATA STRUCTURES,51403,CO5,1.52,2.49,1.62
DATA STRUCTURES,51403,CO6,1.77,2.49,1.84
DISCRETE MATHEMATICAL STRUCTURE,211405,CO1,1.65,2.49,1.74
DISCRETE MATHEMATICAL STRUCTURE,211405,CO2,1.64,2.49,1.73
DISCRETE MATHEMATICAL STRUCTURE,211405,CO3,1.61,2.49,1.7
DISCRETE MATHEMATICAL STRUCTURE,211405,CO4,1.64,2.49,1.72
DISCRETE MATHEMATICAL STRUCTURE,211405,CO5,1.62,2.49,1.71
DISCRETE MATHEMATICAL STRUCTURE,211405,CO6,1.81,2.49,1.88
COMPILER DESIGN,51516,CO1,1.59,2.4,1.67
COMPILER DESIGN,51516,CO2,1.59,2.4,1.67
COMPILER DESIGN,51516,CO3,1.63,2.4,1.71
COMPILER DESIGN,51516,CO4,1.6,2.4,1.68
COMPILER DESIGN,51516,CO5,1.63,2.4,1.71
COMPILER DESIGN,51516,CO6,1.72,2.4,1.79
COMPUTER NETWORKS,51513,CO1,1.62,2.46,1.7
COMPUTER NETWORKS,51513,CO2,1.57,2.46,1.65
COMPUTER NETWORKS,51513,CO3,1.56,2.46,1.65
COMPUTER NETWORKS,51513,CO4,1.54,2.46,1.63
COMPUTER NETWORKS,51513,CO5,1.55,2.46,1.64
COMPUTER NETWORKS,51513,CO6,1.69,2.46,1.77
FORMAL LANGUAGES & AUTOMATA THEORY,51511,CO1,1.4,2.4,1.5
FORMAL LANGUAGES & AUTOMATA THEORY,51511,CO2,1.45,2.4,1.55
FORMAL LANGUAGES & AUTOMATA THEORY,51511,CO3,1.4,2.4,1.5
FORMAL LANGUAGES & AUTOMATA THEORY,51511,CO4,1.45,2.4,1.54
